rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,status,-,level,name,message,hardware_id,values,-,key,value,-,key,value,-,key,value,-,key,value,-,key,value,-,key,value,-,key,value,-,key,value,-,key,value,-,key,value,-,key,value
1556556517645606944,,519,,1556556517,645503477,'',,0,"""joy_node","""OK""","""none""",,"""topic""","""/joy""","""device""","""/dev/input/js0""","""device name""",'',"""dead zone""","""0.05""","""autorepeat rate (Hz)""","""0""","""coalesce interval (s)""","""0.001""","""recent joystick event rate (Hz)""","""0""","""recent publication rate (Hz)""","""0""","""subscribers""","""2""","""default trig val""","""False""","""sticky buttons""","""False"""
1556556518646731983,,520,,1556556518,646583249,'',,0,"""joy_node","""OK""","""none""",,"""topic""","""/joy""","""device""","""/dev/input/js0""","""device name""",'',"""dead zone""","""0.05""","""autorepeat rate (Hz)""","""0""","""coalesce interval (s)""","""0.001""","""recent joystick event rate (Hz)""","""0""","""recent publication rate (Hz)""","""0""","""subscribers""","""2""","""default trig val""","""False""","""sticky buttons""","""False"""
1556556519649715322,,521,,1556556519,649663002,'',,0,"""joy_node","""OK""","""none""",,"""topic""","""/joy""","""device""","""/dev/input/js0""","""device name""",'',"""dead zone""","""0.05""","""autorepeat rate (Hz)""","""0""","""coalesce interval (s)""","""0.001""","""recent joystick event rate (Hz)""","""26.9171""","""recent publication rate (Hz)""","""25.9202""","""subscribers""","""2""","""default trig val""","""False""","""sticky buttons""","""False"""
1556556520654698237,,522,,1556556520,654634690,'',,0,"""joy_node","""OK""","""none""",,"""topic""","""/joy""","""device""","""/dev/input/js0""","""device name""",'',"""dead zone""","""0.05""","""autorepeat rate (Hz)""","""0""","""coalesce interval (s)""","""0.001""","""recent joystick event rate (Hz)""","""43.7823""","""recent publication rate (Hz)""","""41.7922""","""subscribers""","""2""","""default trig val""","""False""","""sticky buttons""","""False"""
1556556521655782873,,523,,1556556521,655700929,'',,0,"""joy_node","""OK""","""none""",,"""topic""","""/joy""","""device""","""/dev/input/js0""","""device name""",'',"""dead zone""","""0.05""","""autorepeat rate (Hz)""","""0""","""coalesce interval (s)""","""0.001""","""recent joystick event rate (Hz)""","""14.9841""","""recent publication rate (Hz)""","""15.983""","""subscribers""","""2""","""default trig val""","""False""","""sticky buttons""","""False"""
1556556523619246379,,524,,1556556523,619173923,'',,0,"""joy_node","""OK""","""none""",,"""topic""","""/joy""","""device""","""/dev/input/js0""","""device name""",'',"""dead zone""","""0.05""","""autorepeat rate (Hz)""","""0""","""coalesce interval (s)""","""0.001""","""recent joystick event rate (Hz)""","""13.2419""","""recent publication rate (Hz)""","""13.2419""","""subscribers""","""2""","""default trig val""","""False""","""sticky buttons""","""False"""
1556556524620308971,,525,,1556556524,620225852,'',,0,"""joy_node","""OK""","""none""",,"""topic""","""/joy""","""device""","""/dev/input/js0""","""device name""",'',"""dead zone""","""0.05""","""autorepeat rate (Hz)""","""0""","""coalesce interval (s)""","""0.001""","""recent joystick event rate (Hz)""","""0""","""recent publication rate (Hz)""","""0""","""subscribers""","""2""","""default trig val""","""False""","""sticky buttons""","""False"""
1556556525854685309,,526,,1556556525,854632633,'',,0,"""joy_node","""OK""","""none""",,"""topic""","""/joy""","""device""","""/dev/input/js0""","""device name""",'',"""dead zone""","""0.05""","""autorepeat rate (Hz)""","""0""","""coalesce interval (s)""","""0.001""","""recent joystick event rate (Hz)""","""17.0122""","""recent publication rate (Hz)""","""16.2021""","""subscribers""","""2""","""default trig val""","""False""","""sticky buttons""","""False"""
1556556526856816409,,527,,1556556526,856760603,'',,0,"""joy_node","""OK""","""none""",,"""topic""","""/joy""","""device""","""/dev/input/js0""","""device name""",'',"""dead zone""","""0.05""","""autorepeat rate (Hz)""","""0""","""coalesce interval (s)""","""0.001""","""recent joystick event rate (Hz)""","""0""","""recent publication rate (Hz)""","""0.997879""","""subscribers""","""2""","""default trig val""","""False""","""sticky buttons""","""False"""
1556556527857966564,,528,,1556556527,857808834,'',,0,"""joy_node","""OK""","""none""",,"""topic""","""/joy""","""device""","""/dev/input/js0""","""device name""",'',"""dead zone""","""0.05""","""autorepeat rate (Hz)""","""0""","""coalesce interval (s)""","""0.001""","""recent joystick event rate (Hz)""","""0""","""recent publication rate (Hz)""","""0""","""subscribers""","""2""","""default trig val""","""False""","""sticky buttons""","""False"""
