rosbagTimestamp,data
1553468099738432926,0.0
1553468099757808947,0.0
1553468099777690508,0.0
1553468099797557079,0.0
1553468099817556069,0.0
1553468099837413211,0.0
1553468099857549514,0.0
1553468099877455117,0.0
1553468099897393057,0.0
1553468099917637738,0.0
1553468099937435855,0.0
1553468099957553430,0.0
1553468099977469783,0.0
1553468099997611686,0.0
1553468100017698257,0.0
1553468100037456336,0.0
1553468100057421590,0.0
1553468100077740399,0.0
1553468100097426256,0.0
1553468100117672955,0.0
1553468100137479389,0.0
1553468100157733843,0.0
1553468100177572920,0.0
1553468100197540536,0.0
1553468100217606321,0.0
1553468100237441530,0.0
1553468100257480122,0.0
1553468100277481135,0.0
1553468100297516781,0.0
1553468100317413110,0.0
1553468100337523436,0.0
1553468100357544705,0.0
1553468100377444969,0.0
1553468100397468827,0.0
1553468100417481891,0.0
1553468100437497827,0.0
1553468100457423472,0.0
1553468100477607133,0.0
1553468100497408538,0.0
1553468100517578942,0.0
1553468100537568440,0.0
1553468100557527028,0.0
1553468100580002423,0.0
1553468100599841746,0.0
1553468100618135918,0.0
1553468100637607062,0.0
1553468100657695694,0.0
1553468100677724086,0.0
1553468100697603279,0.0
1553468100717625392,0.0
1553468100737630544,0.0
1553468100757586114,0.0
1553468100777477427,0.0
1553468100797592408,0.0
1553468100817618820,0.0
1553468100837495432,0.0
1553468100857430877,0.0
1553468100877666170,0.0
1553468100897438463,0.0
1553468100917684219,0.0
1553468100937464744,0.0
1553468100957593855,0.0
1553468100979509721,0.0
1553468100999437220,0.0
1553468101018287000,0.0
1553468101037533078,0.0
1553468101057619092,0.0
1553468101077522962,0.0
1553468101097445327,0.0
1553468101117560326,0.0
1553468101137602250,0.0
1553468101157627713,0.0
1553468101177530210,0.0
1553468101197478412,0.0
1553468101217672288,0.0
1553468101237622778,0.0
1553468101257485947,0.0
1553468101277635649,0.0
1553468101297418894,0.0
1553468101317463640,0.0
1553468101337730301,0.0
1553468101357501443,0.0
1553468101380151502,0.0
1553468101400158347,0.0
1553468101417864341,0.0
1553468101437455051,0.0
1553468101458260976,0.0
1553468101477881312,0.0
1553468101497602600,0.0
1553468101517534975,0.0
1553468101537808802,0.0
1553468101557457590,0.0
1553468101577701723,0.0
1553468101597478906,15.1001567841
1553468101617531493,26.9108200073
1553468101637744179,52.396987915
1553468101657793865,61.7211952209
1553468101677611889,74.1534729004
1553468101697640437,81.6128463745
1553468101717528617,81.6128463745
1553468101737806262,81.6128463745
1553468101757564159,79.1263809204
1553468101777630056,58.6131248474
1553468101797631416,40.5863227844
1553468101817467946,26.2892074585
1553468101837445788,0.0
1553468101857391865,0.0
1553468101877567118,0.0
1553468101897511280,0.0
1553468101917407674,0.0
1553468101937660381,0.0
1553468101957607488,0.0
1553468101977593556,0.0
1553468101997515706,0.0
1553468102017487675,0.0
1553468102037546685,0.0
1553468102057440725,0.0
1553468102077817303,0.0
1553468102097437574,0.0
1553468102117572176,0.0
1553468102137435646,0.0
1553468102157403026,0.0
1553468102177334107,0.0
1553468102197532197,0.0
1553468102217694421,36.2350273132
1553468102237401935,89.0722122192
1553468102257418296,136.936477661
1553468102277600719,150.0
1553468102297589104,150.0
1553468102317513254,150.0
1553468102341210079,150.0
1553468102360160562,112.693527222
1553468102377621741,34.9917984009
1553468102397629776,0.0
1553468102417495233,0.0
1553468102437513592,0.0
1553468102457529354,0.0
1553468102477572432,0.0
1553468102497374751,0.0
1553468102517553744,0.0
1553468102540000929,0.0
1553468102558110664,0.0
1553468102577666630,0.0
1553468102597709895,0.0
1553468102619267229,0.0
1553468102639268012,0.0
1553468102657792382,0.0
1553468102677464626,0.0
1553468102697606939,0.0
1553468102717490907,0.0
1553468102737445937,0.0
1553468102757581222,0.0
1553468102777459028,0.0
1553468102797583392,0.0
1553468102817459092,0.0
1553468102837640948,0.0
1553468102857423896,49.2889175415
1553468102877573921,90.3154296875
1553468102897524655,131.963562012
1553468102917513140,142.530990601
1553468102937495400,150.0
1553468102957488394,135.071624756
1553468102977383700,87.2073669434
1553468102997541382,27.5324325562
1553468103017569473,0.0
1553468103037445538,0.0
1553468103057458691,0.0
1553468103077512294,0.0
1553468103097748388,0.0
1553468103117574869,0.0
1553468103137446584,0.0
1553468103157476471,0.0
1553468103177523540,0.0
1553468103197624257,0.0
1553468103217640398,0.0
1553468103237487208,0.0
1553468103257596474,0.0
1553468103277499601,0.0
1553468103297682936,0.0
1553468103317569986,0.0
1553468103337679792,0.0
1553468103357621929,0.0
1553468103377602503,0.0
1553468103397569793,0.0
1553468103417471561,0.0
1553468103437649364,0.0
1553468103457464669,0.0
1553468103477528698,0.0
1553468103497747424,0.0
1553468103517639996,0.0
1553468103537759168,0.0
1553468103557693977,0.0
1553468103577469313,0.0
1553468103597499140,0.0
1553468103617525554,0.0
1553468103637633864,0.0
1553468103657509535,0.0
1553468103677587307,0.0
1553468103697515350,0.0
1553468103717502001,0.0
1553468103737581893,0.0
1553468103757503992,0.0
1553468103777477368,0.0
1553468103797659887,0.0
1553468103817633885,0.0
1553468103837430956,0.0
1553468103857754781,0.0
1553468103877587624,0.0
1553468103897755226,0.0
1553468103917619922,0.0
1553468103937699676,0.0
1553468103957600219,0.0
1553468103977660021,0.0
1553468103997665981,0.0
1553468104017443459,0.0
1553468104037567310,0.0
1553468104057447769,0.0
1553468104077525583,0.0
1553468104097649161,0.0
1553468104117417181,0.0
1553468104140091679,0.0
1553468104159743370,0.0
1553468104178659848,0.0
1553468104197441428,0.0
1553468104217517526,0.0
1553468104237337997,0.0
1553468104257439329,0.0
1553468104277720725,0.0
1553468104297579425,0.0
1553468104317496947,0.0
1553468104337456234,0.0
1553468104357474793,0.0
1553468104377410178,0.0
1553468104397466410,0.0
1553468104417490124,0.0
1553468104437437865,0.0
1553468104457476371,0.0
1553468104477514705,0.0
1553468104499422668,0.0
1553468104518649698,0.0
1553468104537902126,0.0
1553468104557694647,0.0
1553468104577493579,0.0
1553468104597512744,0.0
1553468104617520924,0.0
1553468104637553430,0.0
1553468104657461460,0.0
1553468104677427599,0.0
1553468104697720511,0.0
1553468104717505595,0.0
1553468104737512846,0.0
1553468104757530642,0.0
1553468104777497706,0.0
1553468104797503879,0.0
1553468104819435971,0.0
1553468104839270431,0.0
1553468104857986226,0.0
1553468104877468065,0.0
1553468104897516153,0.0
1553468104917696496,0.0
1553468104937602739,0.0
1553468104957582757,0.0
1553468104977423704,0.0
1553468104997664457,0.0
1553468105017760323,0.0
1553468105037605371,0.0
1553468105057829914,0.0
1553468105077495039,0.0
1553468105098737424,0.0
1553468105117800403,0.0
1553468105137675580,0.0
1553468105157539655,0.0
1553468105177540050,0.0
1553468105197445952,0.0
1553468105217593022,0.0
1553468105237502443,0.0
1553468105257494118,0.0
1553468105277724448,0.0
1553468105297485555,0.0
1553468105317523859,0.0
1553468105337474969,0.0
1553468105357408681,0.0
1553468105377439850,0.0
1553468105397437459,0.0
1553468105417597166,0.0
1553468105437505869,0.0
1553468105457726371,0.0
1553468105477541449,0.0
1553468105497583696,0.0
1553468105517848606,0.0
1553468105537461747,0.0
1553468105557575183,0.0
1553468105577567507,0.0
1553468105597574527,0.0
1553468105617549880,0.0
1553468105637591187,0.0
1553468105657511267,0.0
1553468105677600838,0.0
1553468105697604610,0.0
1553468105718441066,0.0
1553468105737444001,0.0
1553468105757478631,0.0
1553468105777540069,0.0
1553468105797733056,0.0
1553468105817573184,0.0
1553468105837571026,0.0
1553468105857720845,0.0
1553468105877582089,0.0
1553468105897416269,0.0
1553468105917646104,0.0
1553468105937570830,0.0
1553468105957639082,0.0
1553468105977828864,0.0
1553468105997582982,0.0
1553468106017493112,0.0
1553468106037609488,0.0
1553468106057777939,0.0
1553468106078076960,0.0
1553468106097773516,0.0
1553468106117666053,0.0
1553468106137670143,0.0
1553468106157821743,0.0
1553468106177628826,0.0
1553468106197424834,0.0
1553468106217333047,0.0
1553468106237442495,0.0
1553468106257349716,0.0
1553468106277724915,0.0
1553468106297499952,0.0
1553468106317626331,0.0
1553468106337625526,0.0
1553468106357504368,0.0
1553468106377639005,0.0
1553468106397486838,0.0
1553468106417518045,0.0
1553468106437653300,0.0
1553468106457460405,0.0
1553468106477516155,0.0
1553468106499450985,0.0
1553468106519033674,0.0
1553468106537909680,0.0
1553468106557507488,0.0
1553468106577540655,0.0
1553468106597605038,0.0
1553468106617462607,0.0
1553468106637684303,0.0
1553468106657420606,0.0
1553468106677611734,0.0
1553468106697639697,0.0
1553468106717669020,0.0
1553468106737413166,0.0
1553468106757410160,0.0
1553468106780221004,0.0
1553468106799927710,0.0
1553468106819011369,0.0
1553468106837709408,0.0
1553468106857570334,0.0
1553468106877851614,0.0
1553468106897730405,0.0
1553468106917592055,0.0
1553468106937370161,0.0
1553468106957497471,0.0
1553468106979281852,0.0
1553468107000112347,0.0
1553468107018587980,0.0
1553468107038156631,0.0
1553468107057690553,0.0
1553468107077465340,0.0
1553468107097560652,0.0
1553468107117509763,0.0
1553468107137505449,0.0
1553468107157919347,0.0
1553468107177629423,0.0
1553468107198327469,0.0
1553468107217895005,0.0
1553468107237663073,0.0
1553468107257464733,0.0
1553468107277700264,0.0
1553468107299992527,0.0
1553468107319834124,0.0
1553468107340193572,0.0
1553468107360421081,0.0
1553468107380313949,0.0
1553468107401305401,0.0
1553468107420486549,0.0
1553468107441227127,0.0
1553468107460302226,0.0
1553468107480355675,0.0
1553468107500344514,0.0
1553468107520121080,0.0
1553468107539303950,0.0
1553468107558443061,0.0
1553468107578001217,0.0
1553468107597967987,0.0
1553468107617837678,0.0
1553468107637845599,0.0
1553468107657733205,0.0
1553468107677770360,0.0
1553468107697761546,0.0
1553468107717917473,0.0
1553468107737776552,0.0
1553468107757816616,0.0
1553468107777746484,0.0
1553468107797615771,0.0
1553468107817692896,0.0
1553468107839320106,0.0
1553468107860780645,0.0
1553468107880222570,0.0
1553468107901121658,0.0
1553468107918820173,0.0
1553468107937790225,0.0
1553468107957575472,0.0
1553468107977563591,0.0
1553468107997752656,0.0
1553468108017474569,0.0
1553468108037676153,0.0
1553468108057523906,0.0
1553468108077610736,0.0
1553468108097877260,0.0
1553468108117778191,0.0
1553468108137568223,0.0
1553468108157581405,0.0
1553468108177519371,0.0
1553468108197584664,0.0
1553468108218000928,0.0
1553468108237959157,0.0
1553468108257540020,0.0
1553468108277509923,0.0
1553468108297391928,0.0
1553468108317439313,0.0
1553468108337525988,0.0
1553468108357455766,0.0
1553468108377552418,0.0
1553468108397613417,0.0
1553468108417592144,0.0
1553468108437724002,0.0
1553468108459749653,0.0
1553468108479314145,0.0
1553468108499058972,0.0
1553468108517689014,0.0
1553468108537683058,0.0
1553468108557757673,0.0
1553468108577432656,0.0
1553468108597617313,0.0
1553468108617562841,0.0
1553468108637455136,0.0
1553468108657558201,0.0
1553468108677647239,0.0
1553468108697505926,0.0
1553468108717429152,0.0
1553468108737508780,0.0
1553468108757382323,0.0
1553468108777567581,0.0
1553468108797337296,0.0
1553468108817541244,0.0
1553468108837471250,0.0
1553468108857628462,0.0
1553468108877592839,0.0
1553468108897682439,0.0
1553468108917608902,0.0
