rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,wrench,force,x,y,z,torque,x,y,z
1553467257317958822,,428,,1553467257,317486047,"""optoforce_0""",,,0.0,0.0,0.0,,-0.0140706345856,0.0144927536232,0.0
1553467257320540353,,429,,1553467257,319113016,"""optoforce_0""",,,0.0,0.0,0.0,,0.0,0.0289855072464,0.0
1553467257321548753,,430,,1553467257,321090936,"""optoforce_0""",,,0.0,0.0,0.0,,0.0,0.0289855072464,0.0
1553467257323550545,,431,,1553467257,323095083,"""optoforce_0""",,,0.0,0.0,0.0,,-0.0140706345856,0.0144927536232,0.0
1553467257324776422,,432,,1553467257,324363946,"""optoforce_0""",,,0.0,0.0,0.0,,0.0,0.0289855072464,0.0
1553467257327697018,,433,,1553467257,327105045,"""optoforce_0""",,,0.0,0.0,0.0,,0.0,0.0,0.0
1553467257329649274,,434,,1553467257,329194068,"""optoforce_0""",,,0.0,0.0,0.0,,-0.0140706345856,0.0,0.0
1553467257337877812,,435,,1553467257,337553024,"""optoforce_0""",,,0.0,0.0,0.0,,0.0,0.0,0.0
1553467257338371403,,436,,1553467257,338028907,"""optoforce_0""",,,0.0,0.0,0.0,,0.0,0.0,0.0
1553467257338736990,,437,,1553467257,338491916,"""optoforce_0""",,,0.0,0.0,0.0,,0.0,0.0,0.0
1553467257339152446,,438,,1553467257,338905096,"""optoforce_0""",,,0.0,0.0,0.163666121113,,0.0,0.0,0.0
1553467257339620240,,439,,1553467257,339323997,"""optoforce_0""",,,0.0,0.0,0.0,,0.0,0.0,0.0
1553467257341356712,,440,,1553467257,341006040,"""optoforce_0""",,,0.0,0.0,0.163666121113,,0.0,0.0144927536232,0.0
1553467257343282391,,441,,1553467257,343014001,"""optoforce_0""",,,0.0,0.0,0.163666121113,,0.0,0.0144927536232,0.0
1553467257345474834,,442,,1553467257,345101118,"""optoforce_0""",,,0.0,0.0,0.163666121113,,0.0,0.0144927536232,0.0
1553467257347265357,,443,,1553467257,347002029,"""optoforce_0""",,,0.0,0.0,0.0,,0.0140706345856,0.0144927536232,0.163666121113
1553467257348448222,,444,,1553467257,348238945,"""optoforce_0""",,,0.0,0.0,0.0,,0.0,0.0144927536232,0.163666121113
1553467257350596675,,445,,1553467257,350337982,"""optoforce_0""",,,0.0,0.0,0.0,,0.0,0.0289855072464,0.163666121113
1553467257353210811,,446,,1553467257,352993011,"""optoforce_0""",,,0.0,0.0,0.0,,0.0140706345856,0.0289855072464,0.163666121113
1553467257355251942,,447,,1553467257,355046987,"""optoforce_0""",,,0.0,0.0,0.0,,0.0,0.0144927536232,0.163666121113
1553467257356388424,,448,,1553467257,356213092,"""optoforce_0""",,,0.0,0.0,0.0,,0.0,0.0144927536232,0.163666121113
1553467257359095958,,449,,1553467257,358963012,"""optoforce_0""",,,0.0,0.0,0.0,,0.0,0.0144927536232,0.163666121113
1553467257361223334,,450,,1553467257,361037015,"""optoforce_0""",,,0.0,0.0,0.0,,0.0,0.0144927536232,0.0
1553467257363160154,,451,,1553467257,363017082,"""optoforce_0""",,,0.0,0.0,0.0,,0.0,0.0,0.0
1553467257365059922,,452,,1553467257,364963054,"""optoforce_0""",,,0.0,0.0,0.0,,0.0,0.0,0.0
1553467257367114956,,453,,1553467257,366980075,"""optoforce_0""",,,0.0,0.0,0.0,,0.0,-0.0144927536232,0.0
1553467257368339125,,454,,1553467257,368235111,"""optoforce_0""",,,0.0,0.0,-0.163666121113,,0.0140706345856,-0.0144927536232,0.0
1553467257371137567,,455,,1553467257,370949983,"""optoforce_0""",,,0.0,0.0,0.0,,0.0140706345856,-0.0144927536232,0.0
1553467257373112533,,456,,1553467257,372945070,"""optoforce_0""",,,0.0,0.0,0.0,,0.0140706345856,0.0,0.0
1553467257375079747,,457,,1553467257,374953031,"""optoforce_0""",,,0.0,0.0,-0.163666121113,,0.0140706345856,0.0,0.0
1553467257377109936,,458,,1553467257,376970052,"""optoforce_0""",,,0.0,0.0,-0.163666121113,,0.0,0.0,0.0
1553467257379091645,,459,,1553467257,378959894,"""optoforce_0""",,,0.0,0.0,-0.163666121113,,0.0,0.0,0.0
1553467257381186268,,460,,1553467257,380966901,"""optoforce_0""",,,0.0,0.0,0.0,,0.0,0.0,0.0
1553467257383163102,,461,,1553467257,383002996,"""optoforce_0""",,,0.0,0.0,0.0,,0.0,-0.0144927536232,0.0
1553467257384465416,,462,,1553467257,384291887,"""optoforce_0""",,,0.0,0.0,0.0,,0.0,0.0,0.0
1553467257387191189,,463,,1553467257,387010097,"""optoforce_0""",,,0.0,0.0,-0.163666121113,,0.0,-0.0144927536232,0.0
1553467257389149041,,464,,1553467257,388994932,"""optoforce_0""",,,0.0,0.0,0.0,,0.0,-0.0144927536232,0.0
1553467257391150181,,465,,1553467257,391019105,"""optoforce_0""",,,0.0,0.0,0.0,,0.0,-0.0144927536232,0.0
1553467257393147665,,466,,1553467257,392996072,"""optoforce_0""",,,0.0,0.0,0.0,,-0.0140706345856,0.0,0.0
1553467257394448124,,467,,1553467257,394277095,"""optoforce_0""",,,0.0,0.0,0.0,,-0.0140706345856,0.0,0.0
1553467257397131644,,468,,1553467257,396966934,"""optoforce_0""",,,0.0,0.0,0.0,,-0.0140706345856,0.0,0.0
1553467257399119533,,469,,1553467257,398993968,"""optoforce_0""",,,0.0,0.0,0.0,,0.0,0.0,0.0
1553467257401194203,,470,,1553467257,401029109,"""optoforce_0""",,,0.0,0.0,0.0,,0.0,0.0144927536232,0.0
1553467257403172090,,471,,1553467257,403023004,"""optoforce_0""",,,0.0,0.0,0.0,,0.0,0.0,0.0
1553467257404402201,,472,,1553467257,404261112,"""optoforce_0""",,,0.0,0.0,0.0,,-0.0140706345856,0.0,0.0
1553467257407221779,,473,,1553467257,407020092,"""optoforce_0""",,,0.0,0.0,0.0,,-0.0140706345856,0.0,0.0
1553467257409180672,,474,,1553467257,409025907,"""optoforce_0""",,,0.0,0.0,-0.163666121113,,-0.0140706345856,0.0,0.0
1553467257411148027,,475,,1553467257,410985946,"""optoforce_0""",,,0.0,0.0,-0.163666121113,,-0.0140706345856,0.0,0.0
1553467257413137923,,476,,1553467257,412977933,"""optoforce_0""",,,0.0,0.0,0.0,,0.0,0.0,0.0
1553467257414614527,,477,,1553467257,414311885,"""optoforce_0""",,,0.0,0.0,0.0,,-0.0140706345856,0.0144927536232,0.0
1553467257416436148,,478,,1553467257,416289091,"""optoforce_0""",,,0.0,0.0,-0.163666121113,,0.0,0.0144927536232,0.0
1553467257419171532,,479,,1553467257,419034004,"""optoforce_0""",,,0.0,0.0,0.0,,-0.0140706345856,0.0144927536232,0.0
1553467257421187655,,480,,1553467257,421027898,"""optoforce_0""",,,0.0,0.0,0.0,,0.0,0.0144927536232,0.0
1553467257423311815,,481,,1553467257,423080921,"""optoforce_0""",,,0.0,0.0,0.0,,-0.0140706345856,0.0,0.0
1553467257424477024,,482,,1553467257,424273967,"""optoforce_0""",,,0.0,0.0,0.163666121113,,-0.0140706345856,0.0,0.0
1553467257426511518,,483,,1553467257,426317930,"""optoforce_0""",,,0.0,0.0,0.0,,-0.0140706345856,0.0,0.0
1553467257429234999,,484,,1553467257,429052114,"""optoforce_0""",,,0.0,0.0,0.0,,-0.0140706345856,0.0144927536232,0.0
1553467257431206957,,485,,1553467257,431018114,"""optoforce_0""",,,0.0,0.0,0.0,,-0.0140706345856,0.0144927536232,0.0
1553467257433168639,,486,,1553467257,433020114,"""optoforce_0""",,,0.0,0.0,0.0,,0.0,0.0144927536232,0.0
1553467257435123929,,487,,1553467257,434995889,"""optoforce_0""",,,0.0,0.0,0.0,,0.0,0.0144927536232,0.0
