rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,status,-,level,name,message,hardware_id,values,-,key,value,-,key,value,-,key,value,-,key,value,-,key,value,-,key,value,-,key,value,-,key,value,-,key,value,-,key,value,-,key,value
1553641665927383070,,560,,1553641665,927162006,'',,0,"""joy_node","""OK""","""none""",,"""topic""","""/joy""","""device""","""/dev/input/js0""","""device name""",'',"""dead zone""","""0.05""","""autorepeat rate (Hz)""","""0""","""coalesce interval (s)""","""0.001""","""recent joystick event rate (Hz)""","""0""","""recent publication rate (Hz)""","""0""","""subscribers""","""4""","""default trig val""","""False""","""sticky buttons""","""False"""
1553641666962911692,,561,,1553641666,962834103,'',,0,"""joy_node","""OK""","""none""",,"""topic""","""/joy""","""device""","""/dev/input/js0""","""device name""",'',"""dead zone""","""0.05""","""autorepeat rate (Hz)""","""0""","""coalesce interval (s)""","""0.001""","""recent joystick event rate (Hz)""","""39.5875""","""recent publication rate (Hz)""","""38.622""","""subscribers""","""2""","""default trig val""","""False""","""sticky buttons""","""False"""
1553641668192123522,,562,,1553641668,192068577,'',,0,"""joy_node","""OK""","""none""",,"""topic""","""/joy""","""device""","""/dev/input/js0""","""device name""",'',"""dead zone""","""0.05""","""autorepeat rate (Hz)""","""0""","""coalesce interval (s)""","""0.001""","""recent joystick event rate (Hz)""","""4.88109""","""recent publication rate (Hz)""","""5.69461""","""subscribers""","""2""","""default trig val""","""False""","""sticky buttons""","""False"""
1553641669210925157,,563,,1553641669,210870808,'',,0,"""joy_node","""OK""","""none""",,"""topic""","""/joy""","""device""","""/dev/input/js0""","""device name""",'',"""dead zone""","""0.05""","""autorepeat rate (Hz)""","""0""","""coalesce interval (s)""","""0.001""","""recent joystick event rate (Hz)""","""15.7048""","""recent publication rate (Hz)""","""14.7233""","""subscribers""","""2""","""default trig val""","""False""","""sticky buttons""","""False"""
1553641670478047036,,564,,1553641670,477880147,'',,0,"""joy_node","""OK""","""none""",,"""topic""","""/joy""","""device""","""/dev/input/js0""","""device name""",'',"""dead zone""","""0.05""","""autorepeat rate (Hz)""","""0""","""coalesce interval (s)""","""0.001""","""recent joystick event rate (Hz)""","""10.2603""","""recent publication rate (Hz)""","""10.2603""","""subscribers""","""2""","""default trig val""","""False""","""sticky buttons""","""False"""
1553641671493996160,,565,,1553641671,493862922,'',,0,"""joy_node","""OK""","""none""",,"""topic""","""/joy""","""device""","""/dev/input/js0""","""device name""",'',"""dead zone""","""0.05""","""autorepeat rate (Hz)""","""0""","""coalesce interval (s)""","""0.001""","""recent joystick event rate (Hz)""","""15.7484""","""recent publication rate (Hz)""","""15.7484""","""subscribers""","""2""","""default trig val""","""False""","""sticky buttons""","""False"""
1553641672557959562,,566,,1553641672,557862547,'',,0,"""joy_node","""OK""","""none""",,"""topic""","""/joy""","""device""","""/dev/input/js0""","""device name""",'',"""dead zone""","""0.05""","""autorepeat rate (Hz)""","""0""","""coalesce interval (s)""","""0.001""","""recent joystick event rate (Hz)""","""9.39844""","""recent publication rate (Hz)""","""9.39844""","""subscribers""","""2""","""default trig val""","""False""","""sticky buttons""","""False"""
1553641673586910371,,567,,1553641673,586845646,'',,0,"""joy_node","""OK""","""none""",,"""topic""","""/joy""","""device""","""/dev/input/js0""","""device name""",'',"""dead zone""","""0.05""","""autorepeat rate (Hz)""","""0""","""coalesce interval (s)""","""0.001""","""recent joystick event rate (Hz)""","""47.62""","""recent publication rate (Hz)""","""47.62""","""subscribers""","""2""","""default trig val""","""False""","""sticky buttons""","""False"""
1553641674618863470,,568,,1553641674,618807451,'',,0,"""joy_node","""OK""","""none""",,"""topic""","""/joy""","""device""","""/dev/input/js0""","""device name""",'',"""dead zone""","""0.05""","""autorepeat rate (Hz)""","""0""","""coalesce interval (s)""","""0.001""","""recent joystick event rate (Hz)""","""48.4513""","""recent publication rate (Hz)""","""45.5442""","""subscribers""","""2""","""default trig val""","""False""","""sticky buttons""","""False"""
1553641676608024393,,569,,1553641676,607934252,'',,0,"""joy_node","""OK""","""none""",,"""topic""","""/joy""","""device""","""/dev/input/js0""","""device name""",'',"""dead zone""","""0.05""","""autorepeat rate (Hz)""","""0""","""coalesce interval (s)""","""0.001""","""recent joystick event rate (Hz)""","""26.6449""","""recent publication rate (Hz)""","""24.6339""","""subscribers""","""2""","""default trig val""","""False""","""sticky buttons""","""False"""
