rosbagTimestamp,data
1556556593693020262,0.0
1556556593702733915,0.0
1556556593712887303,0.0
1556556593722943014,0.0
1556556593732734982,0.0
1556556593742712853,0.0
1556556593752773734,0.0
1556556593762714867,0.0
1556556593772973959,0.0
1556556593782697070,0.0
1556556593792952692,0.0
1556556593802798497,0.0
1556556593812689742,0.0
1556556593822776631,0.0
1556556593832725236,0.0
1556556593842833492,0.0
1556556593852987611,0.0
1556556593862872590,0.0
1556556593872896842,0.0
1556556593882801308,0.0
1556556593893166584,0.0
1556556593902835962,0.0
1556556593912709749,0.0
1556556593922735888,0.0
1556556593932893902,0.0
1556556593942733762,0.0
1556556593952864262,0.0
1556556593962719659,0.0
1556556593972939874,0.0
1556556593982758896,0.0
1556556593992809041,0.0
1556556594002861605,0.0
1556556594012908762,0.0
1556556594022801493,0.0
1556556594032619967,0.0
1556556594042797416,0.0
1556556594053000490,0.0
1556556594062641611,0.0
1556556594072793017,0.0
1556556594082737790,0.0
1556556594092792300,0.0
1556556594102814309,0.0
1556556594112708611,0.0
1556556594122879937,0.0
1556556594132987723,0.0
1556556594142683622,0.0
1556556594152805071,0.0
1556556594162779071,0.0
1556556594172878797,0.0
1556556594182859611,0.0
1556556594192765358,0.0
1556556594202855322,0.0
1556556594212844828,0.0
1556556594222797957,0.0
1556556594232692604,0.0
1556556594242765135,0.0
1556556594252771189,0.0
1556556594262914828,0.0
1556556594272665623,0.0
1556556594284564230,0.0
1556556594294966316,0.0
1556556594303648381,0.0
1556556594313666612,0.0
1556556594323496520,0.0
1556556594333225722,0.0
1556556594342914456,0.0
1556556594353044824,0.0
1556556594362854458,0.0
1556556594373092917,0.0
1556556594383032639,0.0
1556556594394454017,0.0
1556556594404094797,0.0
1556556594413659601,0.0
1556556594423175021,0.0
1556556594432937326,0.0
1556556594442969755,0.0
1556556594452915048,0.0
1556556594462756402,0.0
1556556594474010905,0.0
1556556594484219340,0.0
1556556594493437461,0.0
1556556594503019474,0.0
1556556594512937779,0.0
1556556594522826715,0.0
1556556594532947868,0.0
1556556594543001990,0.0
1556556594552944580,0.0
1556556594562862462,0.0
1556556594573061508,0.0
1556556594582793079,0.0
1556556594592907358,0.0
1556556594602762211,0.0
1556556594612845792,0.0
1556556594622893799,0.0
1556556594633054391,0.0
1556556594642798380,0.0
1556556594652939930,0.0
1556556594662789823,0.0
1556556594672779094,0.0
1556556594682756242,0.0
1556556594693027409,0.0
1556556594702839346,0.0
1556556594712779071,0.0
1556556594722757956,0.0
1556556594732913619,0.0
1556556594742716696,0.0
1556556594752721562,0.0
1556556594762698276,0.0
1556556594772804725,0.0
1556556594782698083,0.0
1556556594792782476,0.0
1556556594802766362,0.0
1556556594812899467,0.0
1556556594822763088,0.0
1556556594832695538,0.0
1556556594844992944,0.0
1556556594854396049,0.0
1556556594863830687,0.0
1556556594873648673,0.0
1556556594883198476,0.0
1556556594893349718,0.0
1556556594903139314,0.0
1556556594913276152,0.0
1556556594923065181,0.0
1556556594933414600,0.0
1556556594942986969,0.0
1556556594953092519,0.0
1556556594962851207,0.0
1556556594972901601,0.0
1556556594982850773,0.0
1556556594992752646,0.0
1556556595002686247,0.0
1556556595012800733,0.0
1556556595022818917,0.0
1556556595032878867,0.0
1556556595042723842,0.0
1556556595052742902,0.0
1556556595062713580,0.0
1556556595072887842,0.0
1556556595082793455,0.0
1556556595092808300,0.0
1556556595102765216,0.0
1556556595112704629,0.0
1556556595122759384,0.0
1556556595132859772,0.0
1556556595142919302,0.0
1556556595152961466,0.0
1556556595162760386,0.0
1556556595172895157,0.0
1556556595182782852,0.0
1556556595192825505,0.0
1556556595202776149,0.0
1556556595212936937,0.0
1556556595222677732,0.0
1556556595232811125,0.0
1556556595242824273,0.0
1556556595252907344,0.0
1556556595262810813,0.0
1556556595272830841,0.0
1556556595282770124,0.0
1556556595292979898,0.0
1556556595302733077,0.0
1556556595312733280,0.0
1556556595322769486,0.0
1556556595332914671,0.0
1556556595342759088,0.0
1556556595352754656,0.0
1556556595362716771,0.0
1556556595372944136,0.0
1556556595382763173,0.0
1556556595392725559,0.0
1556556595403477627,0.0
1556556595412906199,0.0
1556556595422831536,0.0
1556556595433182498,0.0
1556556595442794467,0.0
1556556595452897533,0.0
1556556595462842197,0.0
1556556595472857475,0.0
1556556595482682008,0.0
1556556595492939083,0.0
1556556595502844800,0.0
1556556595512818261,0.0
1556556595522809723,0.0
1556556595532950645,0.0
1556556595542775593,0.0
1556556595552949552,0.0
1556556595562788959,0.0
1556556595572924551,0.0
1556556595582712292,0.0
1556556595592735938,0.0
1556556595602808004,0.0
1556556595612958269,0.0
1556556595622813123,0.0
1556556595632716901,0.0
1556556595642854584,0.0
1556556595652971358,0.0
1556556595662774624,0.0
1556556595672766783,0.0
1556556595682801440,0.0
1556556595693077961,0.0
1556556595702924831,0.0
1556556595712921282,0.0
1556556595722783322,0.0
1556556595732979114,0.0
1556556595742787526,0.0
1556556595752677644,0.0
1556556595762850419,0.0
1556556595772884398,0.0
1556556595782725536,0.0
1556556595792918916,0.0
1556556595802793899,0.0
1556556595812863495,0.0
1556556595822711076,0.0
1556556595832777514,0.0
1556556595842759990,0.0
1556556595852807330,0.0
1556556595862771974,0.0
1556556595872847971,0.0
1556556595882731339,0.0
1556556595892746261,0.0
1556556595902800824,0.0
1556556595912674532,0.0
1556556595922779224,0.0
1556556595932871466,0.0
1556556595942903477,0.0
1556556595952850301,0.0
1556556595962682593,0.0
1556556595972894690,0.0
1556556595982738483,0.0
1556556595992785038,0.0
1556556596002713688,0.0
1556556596012868981,0.0
1556556596022699542,0.0
1556556596032727438,0.0
1556556596042743855,0.0
1556556596053073285,0.0
1556556596062757034,0.0
1556556596073144645,0.0
1556556596082840117,0.0
1556556596092968674,0.0
1556556596102923055,0.0
1556556596112770084,0.0
1556556596124574889,0.0
1556556596134723744,0.0
1556556596144895007,0.0
1556556596154342031,0.0
1556556596164025432,0.0
1556556596173399546,0.0
1556556596183145006,0.0
1556556596193001806,0.0
1556556596202680655,0.0
1556556596212912380,0.0
1556556596222747319,0.0
1556556596233196687,0.0
1556556596242809117,0.0
1556556596252848216,0.0
1556556596262833163,0.0
1556556596272808996,0.0
1556556596282765342,0.0
1556556596292758296,0.0
1556556596302815976,0.0
1556556596312729826,0.0
1556556596322887377,0.0
1556556596332849141,0.0
1556556596342915367,0.0
1556556596353145919,0.0
1556556596362853176,0.0
1556556596372732301,0.0
1556556596382728048,0.0
1556556596392739773,0.0
1556556596402920255,0.0
1556556596412914066,0.0
1556556596422799552,0.0
1556556596432962987,0.0
1556556596442776697,0.0
1556556596452846634,0.0
1556556596462687351,0.0
1556556596472711617,0.0
1556556596482850498,0.0
1556556596492882211,0.0
1556556596502783390,0.0
1556556596512668554,0.0
1556556596524565409,0.0
1556556596534712126,0.0
1556556596544653329,0.0
1556556596554333742,0.0
1556556596563671814,0.0
1556556596573227468,0.0
1556556596582917022,0.0
1556556596593088017,0.0
