rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,wrench,force,x,y,z,torque,x,y,z
1553641594762008227,,419,,1553641594,761888027,"""optoforce_0""",,,-0.0140706345856,-0.0144927536232,0.163666121113,,-0.0422119037569,-0.202898550725,-0.490998363339
1553641594762847945,,420,,1553641594,762768983,"""optoforce_0""",,,-0.0140706345856,-0.0144927536232,0.163666121113,,-0.0422119037569,-0.188405797101,-0.490998363339
1553641594764913528,,421,,1553641594,764801979,"""optoforce_0""",,,-0.0140706345856,-0.0144927536232,0.163666121113,,-0.0422119037569,-0.188405797101,-0.490998363339
1553641594767599030,,422,,1553641594,767481088,"""optoforce_0""",,,-0.0140706345856,-0.0144927536232,0.163666121113,,-0.0422119037569,-0.202898550725,-0.490998363339
1553641594769643209,,423,,1553641594,769526958,"""optoforce_0""",,,-0.0140706345856,-0.0144927536232,0.163666121113,,-0.0281412691712,-0.202898550725,-0.490998363339
1553641594770921273,,424,,1553641594,770795106,"""optoforce_0""",,,-0.0140706345856,-0.0144927536232,0.0,,-0.0422119037569,-0.202898550725,-0.490998363339
1553641594773625249,,425,,1553641594,773499965,"""optoforce_0""",,,-0.0140706345856,-0.0144927536232,0.163666121113,,-0.0281412691712,-0.188405797101,-0.490998363339
1553641594775703716,,426,,1553641594,775537014,"""optoforce_0""",,,-0.0140706345856,-0.0144927536232,0.0,,-0.0140706345856,-0.188405797101,-0.490998363339
1553641594777655749,,427,,1553641594,777534961,"""optoforce_0""",,,-0.0140706345856,-0.0144927536232,0.0,,-0.0140706345856,-0.202898550725,-0.490998363339
1553641594778921939,,428,,1553641594,778785943,"""optoforce_0""",,,-0.0140706345856,-0.0144927536232,0.0,,-0.0140706345856,-0.188405797101,-0.490998363339
1553641594781655900,,429,,1553641594,781502008,"""optoforce_0""",,,-0.0140706345856,-0.0144927536232,-0.163666121113,,-0.0140706345856,-0.202898550725,-0.490998363339
1553641594783765745,,430,,1553641594,783598899,"""optoforce_0""",,,-0.0140706345856,-0.0144927536232,-0.163666121113,,-0.0281412691712,-0.188405797101,-0.490998363339
1553641594785618270,,431,,1553641594,785481929,"""optoforce_0""",,,-0.0140706345856,-0.0144927536232,0.0,,-0.0281412691712,-0.188405797101,-0.490998363339
1553641594787685097,,432,,1553641594,787563085,"""optoforce_0""",,,-0.0140706345856,-0.0144927536232,0.0,,-0.0281412691712,-0.188405797101,-0.490998363339
1553641594789859788,,433,,1553641594,789694070,"""optoforce_0""",,,-0.0140706345856,-0.0144927536232,0.0,,-0.0422119037569,-0.188405797101,-0.490998363339
1553641594790994574,,434,,1553641594,790858030,"""optoforce_0""",,,-0.0140706345856,-0.0144927536232,0.0,,-0.0422119037569,-0.188405797101,-0.490998363339
1553641594793766512,,435,,1553641594,793574094,"""optoforce_0""",,,-0.0140706345856,-0.0144927536232,0.163666121113,,-0.0422119037569,-0.188405797101,-0.490998363339
1553641594795738911,,436,,1553641594,795567989,"""optoforce_0""",,,-0.0140706345856,-0.0144927536232,0.163666121113,,-0.0281412691712,-0.173913043478,-0.490998363339
1553641594797740946,,437,,1553641594,797571897,"""optoforce_0""",,,-0.0140706345856,-0.0144927536232,0.163666121113,,-0.0422119037569,-0.173913043478,-0.490998363339
1553641594798902557,,438,,1553641594,798798084,"""optoforce_0""",,,-0.0140706345856,-0.0144927536232,0.163666121113,,-0.0422119037569,-0.173913043478,-0.490998363339
1553641594800941496,,439,,1553641594,800820112,"""optoforce_0""",,,-0.0140706345856,-0.0144927536232,0.163666121113,,-0.0422119037569,-0.173913043478,-0.490998363339
