rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,wrench,force,x,y,z,torque,x,y,z
1556557205503086679,,147246,,1556557205,502998113,"""optoforce_0""",,,0.154776980442,-0.144927536232,-4.25531914894,,2.92669199381,1.66666666667,231.914893617
1556557205505059471,,147247,,1556557205,504971981,"""optoforce_0""",,,0.154776980442,-0.144927536232,-4.25531914894,,2.92669199381,1.63768115942,231.914893617
1556557205507072375,,147248,,1556557205,506985902,"""optoforce_0""",,,0.154776980442,-0.144927536232,-4.25531914894,,2.92669199381,1.63768115942,231.914893617
1556557205509158637,,147249,,1556557205,509031057,"""optoforce_0""",,,0.154776980442,-0.144927536232,-4.25531914894,,2.92669199381,1.6231884058,232.078559738
1556557205511094209,,147250,,1556557205,510993957,"""optoforce_0""",,,0.168847615027,-0.130434782609,-4.25531914894,,2.92669199381,1.6231884058,232.078559738
1556557205513118841,,147251,,1556557205,512999057,"""optoforce_0""",,,0.168847615027,-0.130434782609,-4.41898527005,,2.92669199381,1.6231884058,232.078559738
1556557205515227267,,147252,,1556557205,515022993,"""optoforce_0""",,,0.168847615027,-0.130434782609,-4.41898527005,,2.94076262839,1.60869565217,232.078559738
1556557205517316857,,147253,,1556557205,517105102,"""optoforce_0""",,,0.168847615027,-0.130434782609,-4.41898527005,,2.94076262839,1.6231884058,232.078559738
1556557205519124810,,147254,,1556557205,519017934,"""optoforce_0""",,,0.168847615027,-0.130434782609,-4.25531914894,,2.94076262839,1.60869565217,232.078559738
1556557205521126089,,147255,,1556557205,521007061,"""optoforce_0""",,,0.168847615027,-0.130434782609,-4.25531914894,,2.92669199381,1.6231884058,232.078559738
1556557205523202549,,147256,,1556557205,523076057,"""optoforce_0""",,,0.168847615027,-0.130434782609,-4.25531914894,,2.92669199381,1.60869565217,232.078559738
1556557205525096773,,147257,,1556557205,524980068,"""optoforce_0""",,,0.168847615027,-0.130434782609,-4.25531914894,,2.92669199381,1.6231884058,232.078559738
1556557205527058638,,147258,,1556557205,526962041,"""optoforce_0""",,,0.168847615027,-0.130434782609,-4.25531914894,,2.91262135922,1.6231884058,232.078559738
1556557205529015377,,147259,,1556557205,528943061,"""optoforce_0""",,,0.168847615027,-0.130434782609,-4.25531914894,,2.91262135922,1.6231884058,232.078559738
