rosbagTimestamp,data
1556558383546918782,0.0
1556558383566761451,0.0
1556558383586975951,0.0
1556558383607061627,0.0
1556558383626955069,0.0
1556558383646868252,0.0
1556558383666836067,0.0
1556558383686872698,0.0
1556558383706737502,0.0
1556558383726868108,0.0
1556558383746958421,0.0
1556558383766783459,0.0
1556558383786847517,0.0
1556558383806747261,0.0
1556558383826865819,0.0
1556558383846929615,0.0
1556558383866939967,0.0
1556558383886873336,0.0
1556558383906962755,0.0
1556558383927057351,0.0
1556558383946886041,0.0
1556558383966714513,0.0
1556558383987024232,0.0
1556558384006897536,0.0
1556558384026770903,0.0
1556558384046721482,0.0
1556558384066852178,0.0
1556558384086881196,0.0
1556558384107008583,0.0
1556558384127058657,0.0
1556558384146954422,0.0
1556558384166842478,0.0
1556558384186720409,0.0
1556558384206969678,0.0
1556558384226766888,0.0
1556558384246882203,0.0
1556558384267044049,0.0
1556558384286989775,0.0
1556558384306854286,0.0
1556558384326935201,0.0
1556558384346923850,0.0
1556558384366904107,0.0
1556558384386754338,0.0
1556558384406912439,0.0
1556558384426902877,0.0
1556558384447085235,0.0
1556558384466951795,0.0
1556558384486793397,0.0
1556558384506954926,0.0
1556558384526831219,0.0
1556558384546653034,0.0
1556558384566850430,0.0
1556558384586808488,0.0
1556558384607056554,0.0
1556558384627089862,0.0
1556558384647000262,0.0
1556558384667076183,0.0
1556558384686878169,0.0
1556558384706901654,0.0
1556558384726882005,0.0
1556558384746762893,-1.21476136883e-06
1556558384766768982,-3.53477616954e-06
1556558384786973599,-5.71124655835e-06
1556558384807024698,-7.74713316787e-06
1556558384826761814,-9.64539412962e-06
1556558384846886834,-1.14089898489e-05
1556558384866984184,-1.30408807308e-05
1556558384886845914,-1.45440253618e-05
1556558384906990330,-1.59213832376e-05
1556558384926888184,-1.71759147634e-05
1556558384947006245,-1.83105803444e-05
1556558384966801041,-1.93283394765e-05
1556558384986690712,-2.02321498364e-05
1556558385006784161,-2.10249727388e-05
1556558385026801376,-2.17097676796e-05
1556558385046886813,-2.22894923354e-05
1556558385066826538,-2.27671098401e-05
1556558385086813494,-2.31455796893e-05
1556558385106820995,-2.34278577409e-05
1556558385126854589,-2.36169071286e-05
1556558385146735497,-2.37156855292e-05
1556558385166714141,-2.37271542574e-05
1556558385186828620,-2.36542728089e-05
1556558385206805795,-2.35000006796e-05
1556558385226767493,-2.32672955462e-05
1556558385246839325,-2.29591187235e-05
1556558385266790145,-2.25784315262e-05
1556558385286856149,-2.21281916311e-05
1556558385306831734,-2.16113585338e-05
1556558385326936742,-2.10308917303e-05
1556558385346988160,-2.03897525353e-05
1556558385367138780,-1.96908986254e-05
1556558385386836581,-1.89372913155e-05
1556558385406802636,-1.81318901014e-05
1556558385426749401,-1.72776544787e-05
1556558385446753917,-1.63775439432e-05
1556558385466970789,-1.54345179908e-05
1556558385486818871,-1.44515352076e-05
1556558385507117978,-1.3431557818e-05
1556558385526802594,-1.23775434986e-05
1556558385546729139,-1.12924526547e-05
1556558385566717775,-1.01792456917e-05
1556558385586869784,-9.04088028619e-06
1556558385606915197,-7.88031775301e-06
